learner_id,audio_type,canonical_text,audio_file,textgrid
010101_130209_G,iso_random_letters5_3,u,010101_130209_G-audio_iso_random_letters5_3_iso_random_letters5_3.wav,010101_130209_G-audio_iso_random_letters5_3_iso_random_letters5_3.TextGrid
010101_130209_G,iso_random_nw_jami_26,jami,010101_130209_G-audio_iso_random_nw_jami_iso_random_nw_jami.wav,010101_130209_G-audio_iso_random_nw_jami_iso_random_nw_jami.TextGrid
010101_130209_G,iso_random_nw_kamula_1,kamula,010101_130209_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.wav,010101_130209_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.TextGrid
010101_130209_G,iso_random_nw_kojima_8,kojima,010101_130209_G-audio_iso_random_nw_kojima_iso_random_nw_kojima.wav,010101_130209_G-audio_iso_random_nw_kojima_iso_random_nw_kojima.TextGrid
010101_130209_G,iso_random_nw_naa_3,naa,010101_130209_G-audio_iso_random_nw_naa_iso_random_nw_naa.wav,010101_130209_G-audio_iso_random_nw_naa_iso_random_nw_naa.TextGrid
010101_130209_G,iso_random_nw_sarada_4,sarada,010101_130209_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.wav,010101_130209_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.TextGrid
010101_130209_G,iso_random_nw_shoke_2,shoke,010101_130209_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.wav,010101_130209_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.TextGrid
010101_130209_G,iso_random_nw_tuwa_7,tuwa,010101_130209_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.wav,010101_130209_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.TextGrid
010101_130209_G,iso_syllable2_1,fe,010101_130209_G-audio_iso_syllable2_1_iso_syllable2_1.wav,010101_130209_G-audio_iso_syllable2_1_iso_syllable2_1.TextGrid
010101_130209_G,iso_syllable2_2,gwo,010101_130209_G-audio_iso_syllable2_2_iso_syllable2_2.wav,010101_130209_G-audio_iso_syllable2_2_iso_syllable2_2.TextGrid
010101_130209_G,iso_syllable2_3,lwu,010101_130209_G-audio_iso_syllable2_3_iso_syllable2_3.wav,010101_130209_G-audio_iso_syllable2_3_iso_syllable2_3.TextGrid
010101_130209_G,iso_syllable2_4,fyu,010101_130209_G-audio_iso_syllable2_4_iso_syllable2_4.wav,010101_130209_G-audio_iso_syllable2_4_iso_syllable2_4.TextGrid
010101_130209_G,iso_syllable2_5,mbo,010101_130209_G-audio_iso_syllable2_5_iso_syllable2_5.wav,010101_130209_G-audio_iso_syllable2_5_iso_syllable2_5.TextGrid
010101_130209_G,passage_num24,24,010101_130209_G-audio_passage24_passage24.wav,010101_130209_G-audio_passage24_passage24.TextGrid
010101_130209_G,rand_syllable_10_2,kyi,010101_130209_G-audio_random_syl10_2_random_syl10_2.wav,010101_130209_G-audio_random_syl10_2_random_syl10_2.TextGrid
010101_130209_G,rand_syllable_11_2,nyu,010101_130209_G-audio_random_syl11_2_random_syl11_2.wav,010101_130209_G-audio_random_syl11_2_random_syl11_2.TextGrid
010101_130209_G,rand_syllable_12_2,hwo,010101_130209_G-audio_random_syl12_2_random_syl12_2.wav,010101_130209_G-audio_random_syl12_2_random_syl12_2.TextGrid
010101_130209_G,rand_syllable_13_2,wi,010101_130209_G-audio_random_syl13_2_random_syl13_2.wav,010101_130209_G-audio_random_syl13_2_random_syl13_2.TextGrid
010101_130209_G,rand_syllable_15_2,pyi,010101_130209_G-audio_random_syl15_2_random_syl15_2.wav,010101_130209_G-audio_random_syl15_2_random_syl15_2.TextGrid
010101_130209_G,rand_syllable_16_2,vyu,010101_130209_G-audio_random_syl16_2_random_syl16_2.wav,010101_130209_G-audio_random_syl16_2_random_syl16_2.TextGrid
010101_130209_G,rand_syllable_17_2,ndwu,010101_130209_G-audio_random_syl17_2_random_syl17_2.wav,010101_130209_G-audio_random_syl17_2_random_syl17_2.TextGrid
010101_130209_G,rand_syllable_18_2,thu,010101_130209_G-audio_random_syl18_2_random_syl18_2.wav,010101_130209_G-audio_random_syl18_2_random_syl18_2.TextGrid
010101_130209_G,rand_syllable_19_2,kwu,010101_130209_G-audio_random_syl19_2_random_syl19_2.wav,010101_130209_G-audio_random_syl19_2_random_syl19_2.TextGrid
010101_130209_G,rand_syllable_20_2,zu,010101_130209_G-audio_random_syl20_2_random_syl20_2.wav,010101_130209_G-audio_random_syl20_2_random_syl20_2.TextGrid
010101_130209_G,rand_syllable_6_2,ngwo,010101_130209_G-audio_random_syl6_2_random_syl6_2.wav,010101_130209_G-audio_random_syl6_2_random_syl6_2.TextGrid
010101_130209_G,rand_syllable_7_2,mwa,010101_130209_G-audio_random_syl7_2_random_syl7_2.wav,010101_130209_G-audio_random_syl7_2_random_syl7_2.TextGrid
010101_130209_G,rand_syllable_8_2,ya,010101_130209_G-audio_random_syl8_2_random_syl8_2.wav,010101_130209_G-audio_random_syl8_2_random_syl8_2.TextGrid
010101_130209_G,rand_syllable_9_2,vo,010101_130209_G-audio_random_syl9_2_random_syl9_2.wav,010101_130209_G-audio_random_syl9_2_random_syl9_2.TextGrid
010101_130309_B,full_letter_grid,h U n z s P g B O L v d k I W K H l J F y p T Z w Ch r R N f Y e G A j t M D m S,010101_130309_B-audio_letters_grids_letters_grid.wav,010101_130309_B-audio_letters_grids_letters_grid.TextGrid
010101_130309_B,full_nonword_grid,goge buba koya fumre varede rakinja limwamu ongu mbeje rabo lihi nyuya kela vinja domgo fasira zihi twaiana takibu uhu towato rinzu mbwaku pifu chito rufishi riga naji mbekoki daifa lengeke suki lesho zame leki tewo nefesi funanziwa,010101_130309_B-audio_non_words_grid_non_words_grid.wav,010101_130309_B-audio_non_words_grid_non_words_grid.TextGrid
010101_130309_B,full_syllable2_grid,jwi kwe khu hu ja li ja mu e ghe no cha cho le tu su yu ftu ko nga na yu to hwo hwu fwa gwe li mwi zwo hwi ri dhi ne ngwa ju ngo gwa ndwa ve yo mo so ng'e mba dwa lu fti nyo pwi fyi kwi dwi ndu ri she bwu hwa li gu ghi bu nyo do li la nwi hwu dza ru,010101_130309_B-audio_grid_syllables_2_syllables_grid_2.wav,010101_130309_B-audio_grid_syllables_2_syllables_grid_2.TextGrid
010101_130309_B,iso_letter_1,a,010101_130309_B-audio_iso_letter_1_iso_letter_1.wav,010101_130309_B-audio_iso_letter_1_iso_letter_1.TextGrid
010101_130309_B,iso_letter_2,E,010101_130309_B-audio_iso_letter_2_iso_letter_2.wav,010101_130309_B-audio_iso_letter_2_iso_letter_2.TextGrid
010101_130309_B,iso_letter_3,i,010101_130309_B-audio_iso_letter_3_iso_letter_3.wav,010101_130309_B-audio_iso_letter_3_iso_letter_3.TextGrid
010101_130309_B,iso_non_word1,tikaka,010101_130309_B-audio_iso_non_word1_iso_non_word1.wav,010101_130309_B-audio_iso_non_word1_iso_non_word1.TextGrid
010101_130309_B,iso_non_word2,yuhu,010101_130309_B-audio_iso_non_word2_iso_non_word2.wav,010101_130309_B-audio_iso_non_word2_iso_non_word2.TextGrid
010101_130309_B,iso_non_word3,rishadi,010101_130309_B-audio_iso_non_word3_iso_non_word3.wav,010101_130309_B-audio_iso_non_word3_iso_non_word3.TextGrid
010101_130309_B,iso_non_word4,mbanyu,010101_130309_B-audio_iso_non_word4_iso_non_word4.wav,010101_130309_B-audio_iso_non_word4_iso_non_word4.TextGrid
010101_130309_B,iso_non_word5,keya,010101_130309_B-audio_iso_non_word5_iso_non_word5.wav,010101_130309_B-audio_iso_non_word5_iso_non_word5.TextGrid
010101_130309_B,iso_random_letters4_1,u,010101_130309_B-audio_iso_random_letters4_1_iso_random_letters4_1.wav,010101_130309_B-audio_iso_random_letters4_1_iso_random_letters4_1.TextGrid
010101_130309_B,iso_random_letters4_2,b,010101_130309_B-audio_iso_random_letters4_2_iso_random_letters4_2.wav,010101_130309_B-audio_iso_random_letters4_2_iso_random_letters4_2.TextGrid
010101_130309_B,iso_random_letters4_3,o,010101_130309_B-audio_iso_random_letters4_3_iso_random_letters4_3.wav,010101_130309_B-audio_iso_random_letters4_3_iso_random_letters4_3.TextGrid
010101_130309_B,iso_random_nw_jami_2,jami,010101_130309_B-audio_iso_random_nw_jami_iso_random_nw_jami.wav,010101_130309_B-audio_iso_random_nw_jami_iso_random_nw_jami.TextGrid
010101_130309_B,iso_random_nw_kamula_7,kamula,010101_130309_B-audio_iso_random_nw_kamula_iso_random_nw_kamula.wav,010101_130309_B-audio_iso_random_nw_kamula_iso_random_nw_kamula.TextGrid
010101_130309_B,iso_random_nw_kojima_1,kojima,010101_130309_B-audio_iso_random_nw_kojima_iso_random_nw_kojima.wav,010101_130309_B-audio_iso_random_nw_kojima_iso_random_nw_kojima.TextGrid
010101_130309_B,iso_random_nw_naa_5,naa,010101_130309_B-audio_iso_random_nw_naa_iso_random_nw_naa.wav,010101_130309_B-audio_iso_random_nw_naa_iso_random_nw_naa.TextGrid
010101_130309_B,iso_random_nw_sarada_3,sarada,010101_130309_B-audio_iso_random_nw_sarada_iso_random_nw_sarada.wav,010101_130309_B-audio_iso_random_nw_sarada_iso_random_nw_sarada.TextGrid
010101_130309_B,iso_random_nw_shoke_18,shoke,010101_130309_B-audio_iso_random_nw_shoke_iso_random_nw_shoke.wav,010101_130309_B-audio_iso_random_nw_shoke_iso_random_nw_shoke.TextGrid
010101_130309_B,iso_random_nw_tuwa_4,tuwa,010101_130309_B-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.wav,010101_130309_B-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.TextGrid
010101_130309_B,iso_syllable2_1,fe,010101_130309_B-audio_iso_syllable2_1_iso_syllable2_1.wav,010101_130309_B-audio_iso_syllable2_1_iso_syllable2_1.TextGrid
010101_130309_B,iso_syllable2_2,gwo,010101_130309_B-audio_iso_syllable2_2_iso_syllable2_2.wav,010101_130309_B-audio_iso_syllable2_2_iso_syllable2_2.TextGrid
010101_130309_B,iso_syllable2_3,lwu,010101_130309_B-audio_iso_syllable2_3_iso_syllable2_3.wav,010101_130309_B-audio_iso_syllable2_3_iso_syllable2_3.TextGrid
010101_130309_B,iso_syllable2_4,fyu,010101_130309_B-audio_iso_syllable2_4_iso_syllable2_4.wav,010101_130309_B-audio_iso_syllable2_4_iso_syllable2_4.TextGrid
010101_130309_B,iso_syllable2_5,mbo,010101_130309_B-audio_iso_syllable2_5_iso_syllable2_5.wav,010101_130309_B-audio_iso_syllable2_5_iso_syllable2_5.TextGrid
010101_130309_B,passage_num13,13,010101_130309_B-audio_passage13_passage13.wav,010101_130309_B-audio_passage13_passage13.TextGrid
010101_130309_B,rand_syllable_10_2,pi,010101_130309_B-audio_random_syl10_2_random_syl10_2.wav,010101_130309_B-audio_random_syl10_2_random_syl10_2.TextGrid
010101_130309_B,rand_syllable_11_2,pe,010101_130309_B-audio_random_syl11_2_random_syl11_2.wav,010101_130309_B-audio_random_syl11_2_random_syl11_2.TextGrid
010101_130309_B,rand_syllable_12_2,khe,010101_130309_B-audio_random_syl12_2_random_syl12_2.wav,010101_130309_B-audio_random_syl12_2_random_syl12_2.TextGrid
010101_130309_B,rand_syllable_13_2,dhe,010101_130309_B-audio_random_syl13_2_random_syl13_2.wav,010101_130309_B-audio_random_syl13_2_random_syl13_2.TextGrid
010101_130309_B,rand_syllable_15_2,fo,010101_130309_B-audio_random_syl15_2_random_syl15_2.wav,010101_130309_B-audio_random_syl15_2_random_syl15_2.TextGrid
010101_130309_B,rand_syllable_16_2,twa,010101_130309_B-audio_random_syl16_2_random_syl16_2.wav,010101_130309_B-audio_random_syl16_2_random_syl16_2.TextGrid
010101_130309_B,rand_syllable_17_2,me,010101_130309_B-audio_random_syl17_2_random_syl17_2.wav,010101_130309_B-audio_random_syl17_2_random_syl17_2.TextGrid
010101_130309_B,rand_syllable_18_2,chi,010101_130309_B-audio_random_syl18_2_random_syl18_2.wav,010101_130309_B-audio_random_syl18_2_random_syl18_2.TextGrid
010101_130309_B,rand_syllable_19_2,gha,010101_130309_B-audio_random_syl19_2_random_syl19_2.wav,010101_130309_B-audio_random_syl19_2_random_syl19_2.TextGrid
010101_130309_B,rand_syllable_20_2,ghu,010101_130309_B-audio_random_syl20_2_random_syl20_2.wav,010101_130309_B-audio_random_syl20_2_random_syl20_2.TextGrid
010101_130309_B,rand_syllable_6_2,sho,010101_130309_B-audio_random_syl6_2_random_syl6_2.wav,010101_130309_B-audio_random_syl6_2_random_syl6_2.TextGrid
010101_130309_B,rand_syllable_7_2,mbi,010101_130309_B-audio_random_syl7_2_random_syl7_2.wav,010101_130309_B-audio_random_syl7_2_random_syl7_2.TextGrid
010101_130309_B,rand_syllable_8_2,vi,010101_130309_B-audio_random_syl8_2_random_syl8_2.wav,010101_130309_B-audio_random_syl8_2_random_syl8_2.TextGrid
010101_130309_B,rand_syllable_9_2,kyo,010101_130309_B-audio_random_syl9_2_random_syl9_2.wav,010101_130309_B-audio_random_syl9_2_random_syl9_2.TextGrid
010101_130311_G,full_letter_grid,j U I H S v M W T F Z w A g l m J p f h N Ch L d P R G O n D e B t r s z K y k Y,010101_130311_G-audio_letters_grids_letters_grid.wav,010101_130311_G-audio_letters_grids_letters_grid.TextGrid
010101_130311_G,full_nonword_grid,ongu mbeje koya lihi towato naji uhu fasira leki zame rabo rakinja mbekoki suki rufishi takibu goge fumre chito riga buba domgo pifu nyuya vinja zihi mbwaku funanziwa kela lengeke limwamu daifa tewo rinzu twaiana lesho nefesi varede,010101_130311_G-audio_non_words_grid_non_words_grid.wav,010101_130311_G-audio_non_words_grid_non_words_grid.TextGrid
010101_130311_G,full_syllable2_grid,kwi fti yu hwu ri hu ja fwa ne ghe yu e ghi yo cha li le ja li dwi khu dwa pwi ru mwi mu ju ri nga ko ftu tu cho gwa la nyo li fyi so no she hwo su hwu hwi do ndu dza bwu to hwa gu bu mba lu ndwa na li kwe nwi ve dhi jwi gwe mo ngo ng'e nyo ngwa zwo,010101_130311_G-audio_grid_syllables_2_syllables_grid_2.wav,010101_130311_G-audio_grid_syllables_2_syllables_grid_2.TextGrid
010101_130311_G,iso_letter_1,a,010101_130311_G-audio_iso_letter_1_iso_letter_1.wav,010101_130311_G-audio_iso_letter_1_iso_letter_1.TextGrid
010101_130311_G,iso_letter_2,E,010101_130311_G-audio_iso_letter_2_iso_letter_2.wav,010101_130311_G-audio_iso_letter_2_iso_letter_2.TextGrid
010101_130311_G,iso_letter_3,i,010101_130311_G-audio_iso_letter_3_iso_letter_3.wav,010101_130311_G-audio_iso_letter_3_iso_letter_3.TextGrid
010101_130311_G,iso_non_word1,tikaka,010101_130311_G-audio_iso_non_word1_iso_non_word1.wav,010101_130311_G-audio_iso_non_word1_iso_non_word1.TextGrid
010101_130311_G,iso_non_word2,yuhu,010101_130311_G-audio_iso_non_word2_iso_non_word2.wav,010101_130311_G-audio_iso_non_word2_iso_non_word2.TextGrid
010101_130311_G,iso_non_word3,rishadi,010101_130311_G-audio_iso_non_word3_iso_non_word3.wav,010101_130311_G-audio_iso_non_word3_iso_non_word3.TextGrid
010101_130311_G,iso_non_word4,mbanyu,010101_130311_G-audio_iso_non_word4_iso_non_word4.wav,010101_130311_G-audio_iso_non_word4_iso_non_word4.TextGrid
010101_130311_G,iso_non_word5,keya,010101_130311_G-audio_iso_non_word5_iso_non_word5.wav,010101_130311_G-audio_iso_non_word5_iso_non_word5.TextGrid
010101_130311_G,iso_random_letters6_1,b,010101_130311_G-audio_iso_random_letters6_1_iso_random_letters6_1.wav,010101_130311_G-audio_iso_random_letters6_1_iso_random_letters6_1.TextGrid
010101_130311_G,iso_random_letters6_2,u,010101_130311_G-audio_iso_random_letters6_2_iso_random_letters6_2.wav,010101_130311_G-audio_iso_random_letters6_2_iso_random_letters6_2.TextGrid
010101_130311_G,iso_random_letters6_3,o,010101_130311_G-audio_iso_random_letters6_3_iso_random_letters6_3.wav,010101_130311_G-audio_iso_random_letters6_3_iso_random_letters6_3.TextGrid
010101_130311_G,iso_random_nw_kamula_3,kamula,010101_130311_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.wav,010101_130311_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.TextGrid
010101_130311_G,iso_random_nw_kojima_2,kojima,010101_130311_G-audio_iso_random_nw_kojima_iso_random_nw_kojima.wav,010101_130311_G-audio_iso_random_nw_kojima_iso_random_nw_kojima.TextGrid
010101_130311_G,iso_random_nw_naa_1,naa,010101_130311_G-audio_iso_random_nw_naa_iso_random_nw_naa.wav,010101_130311_G-audio_iso_random_nw_naa_iso_random_nw_naa.TextGrid
010101_130311_G,iso_random_nw_sarada_5,sarada,010101_130311_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.wav,010101_130311_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.TextGrid
010101_130311_G,iso_random_nw_shoke_24,shoke,010101_130311_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.wav,010101_130311_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.TextGrid
010101_130311_G,iso_random_nw_tuwa_7,tuwa,010101_130311_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.wav,010101_130311_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.TextGrid
010101_130311_G,iso_syllable2_1,fe,010101_130311_G-audio_iso_syllable2_1_iso_syllable2_1.wav,010101_130311_G-audio_iso_syllable2_1_iso_syllable2_1.TextGrid
010101_130311_G,iso_syllable2_2,gwo,010101_130311_G-audio_iso_syllable2_2_iso_syllable2_2.wav,010101_130311_G-audio_iso_syllable2_2_iso_syllable2_2.TextGrid
010101_130311_G,iso_syllable2_3,lwu,010101_130311_G-audio_iso_syllable2_3_iso_syllable2_3.wav,010101_130311_G-audio_iso_syllable2_3_iso_syllable2_3.TextGrid
010101_130311_G,iso_syllable2_4,fyu,010101_130311_G-audio_iso_syllable2_4_iso_syllable2_4.wav,010101_130311_G-audio_iso_syllable2_4_iso_syllable2_4.TextGrid
010101_130311_G,iso_syllable2_5,mbo,010101_130311_G-audio_iso_syllable2_5_iso_syllable2_5.wav,010101_130311_G-audio_iso_syllable2_5_iso_syllable2_5.TextGrid
010101_130311_G,passage_num20,20,010101_130311_G-audio_passage20_passage20.wav,010101_130311_G-audio_passage20_passage20.TextGrid
010101_130311_G,rand_syllable_10_2,mbi,010101_130311_G-audio_random_syl10_2_random_syl10_2.wav,010101_130311_G-audio_random_syl10_2_random_syl10_2.TextGrid
010101_130311_G,rand_syllable_11_2,fo,010101_130311_G-audio_random_syl11_2_random_syl11_2.wav,010101_130311_G-audio_random_syl11_2_random_syl11_2.TextGrid
010101_130311_G,rand_syllable_12_2,jwe,010101_130311_G-audio_random_syl12_2_random_syl12_2.wav,010101_130311_G-audio_random_syl12_2_random_syl12_2.TextGrid
010101_130311_G,rand_syllable_13_2,me,010101_130311_G-audio_random_syl13_2_random_syl13_2.wav,010101_130311_G-audio_random_syl13_2_random_syl13_2.TextGrid
010101_130311_G,rand_syllable_15_2,pe,010101_130311_G-audio_random_syl15_2_random_syl15_2.wav,010101_130311_G-audio_random_syl15_2_random_syl15_2.TextGrid
010101_130311_G,rand_syllable_16_2,gha,010101_130311_G-audio_random_syl16_2_random_syl16_2.wav,010101_130311_G-audio_random_syl16_2_random_syl16_2.TextGrid
010101_130311_G,rand_syllable_17_2,pi,010101_130311_G-audio_random_syl17_2_random_syl17_2.wav,010101_130311_G-audio_random_syl17_2_random_syl17_2.TextGrid
010101_130311_G,rand_syllable_18_2,ghu,010101_130311_G-audio_random_syl18_2_random_syl18_2.wav,010101_130311_G-audio_random_syl18_2_random_syl18_2.TextGrid
010101_130311_G,rand_syllable_19_2,dhe,010101_130311_G-audio_random_syl19_2_random_syl19_2.wav,010101_130311_G-audio_random_syl19_2_random_syl19_2.TextGrid
010101_130311_G,rand_syllable_20_2,khe,010101_130311_G-audio_random_syl20_2_random_syl20_2.wav,010101_130311_G-audio_random_syl20_2_random_syl20_2.TextGrid
010101_130311_G,rand_syllable_6_2,twa,010101_130311_G-audio_random_syl6_2_random_syl6_2.wav,010101_130311_G-audio_random_syl6_2_random_syl6_2.TextGrid
010101_130311_G,rand_syllable_7_2,vi,010101_130311_G-audio_random_syl7_2_random_syl7_2.wav,010101_130311_G-audio_random_syl7_2_random_syl7_2.TextGrid
010101_130311_G,rand_syllable_8_2,kyo,010101_130311_G-audio_random_syl8_2_random_syl8_2.wav,010101_130311_G-audio_random_syl8_2_random_syl8_2.TextGrid
010101_130311_G,rand_syllable_9_2,sho,010101_130311_G-audio_random_syl9_2_random_syl9_2.wav,010101_130311_G-audio_random_syl9_2_random_syl9_2.TextGrid
010101_330202_B,full_letter_grid,I U r k W s j M S Ch L K f g z D v d m y O p Y P w n Z A N t H G T R F h J l e B,010101_330202_B-audio_letters_grids_letters_grid.wav,010101_330202_B-audio_letters_grids_letters_grid.TextGrid
010101_330202_B,full_nonword_grid,tewo pifu limwamu mbwaku rabo zihi chito nefesi lihi riga koya varede lesho towato naji ongu fasira rinzu nyuya mbeje uhu kela fumre daifa zame vinja twaiana goge funanziwa rakinja mbekoki leki takibu domgo rufishi buba lengeke suki,010101_330202_B-audio_non_words_grid_non_words_grid.wav,010101_330202_B-audio_non_words_grid_non_words_grid.TextGrid
010101_330202_B,full_syllable3_grid,khe ni fwa ye ge ma hwu re chu ge fwe ngo gwu ngwe zwi fwi gwo fwi jwa ro bo bwa ndo ju swu thu tu gi nge mwe kwe jwo ji dho gwa ngwa u zwa kyu te nyo a fwi gwu bi kye swi nu zwu pya pwu pyu ndu fye vya mwe na ng'a swe fa fwe sim va ndi two lo pya zwa go gwi,010101_330202_B-audio_syllables_grid_3_syllables_grid_3.wav,010101_330202_B-audio_syllables_grid_3_syllables_grid_3.TextGrid
010101_330202_B,iso_letter_1,a,010101_330202_B-audio_iso_letter_1_iso_letter_1.wav,010101_330202_B-audio_iso_letter_1_iso_letter_1.TextGrid
010101_330202_B,iso_letter_2,E,010101_330202_B-audio_iso_letter_2_iso_letter_2.wav,010101_330202_B-audio_iso_letter_2_iso_letter_2.TextGrid
010101_330202_B,iso_letter_3,i,010101_330202_B-audio_iso_letter_3_iso_letter_3.wav,010101_330202_B-audio_iso_letter_3_iso_letter_3.TextGrid
010101_330202_B,iso_non_word1,tikaka,010101_330202_B-audio_iso_non_word1_iso_non_word1.wav,010101_330202_B-audio_iso_non_word1_iso_non_word1.TextGrid
010101_330202_B,iso_non_word2,yuhu,010101_330202_B-audio_iso_non_word2_iso_non_word2.wav,010101_330202_B-audio_iso_non_word2_iso_non_word2.TextGrid
010101_330202_B,iso_non_word3,rishadi,010101_330202_B-audio_iso_non_word3_iso_non_word3.wav,010101_330202_B-audio_iso_non_word3_iso_non_word3.TextGrid
010101_330202_B,iso_non_word4,mbanyu,010101_330202_B-audio_iso_non_word4_iso_non_word4.wav,010101_330202_B-audio_iso_non_word4_iso_non_word4.TextGrid
010101_330202_B,iso_non_word5,keya,010101_330202_B-audio_iso_non_word5_iso_non_word5.wav,010101_330202_B-audio_iso_non_word5_iso_non_word5.TextGrid
010101_330202_B,iso_random_letters3_1,u,010101_330202_B-audio_iso_random_letters3_1_iso_random_letters3_1.wav,010101_330202_B-audio_iso_random_letters3_1_iso_random_letters3_1.TextGrid
010101_330202_B,iso_random_letters3_2,o,010101_330202_B-audio_iso_random_letters3_2_iso_random_letters3_2.wav,010101_330202_B-audio_iso_random_letters3_2_iso_random_letters3_2.TextGrid
010101_330202_B,iso_random_letters3_3,b,010101_330202_B-audio_iso_random_letters3_3_iso_random_letters3_3.wav,010101_330202_B-audio_iso_random_letters3_3_iso_random_letters3_3.TextGrid
010101_330202_B,iso_random_nw_jami_1,jami,010101_330202_B-audio_iso_random_nw_jami_iso_random_nw_jami.wav,010101_330202_B-audio_iso_random_nw_jami_iso_random_nw_jami.TextGrid
010101_330202_B,iso_random_nw_kamula_4,kamula,010101_330202_B-audio_iso_random_nw_kamula_iso_random_nw_kamula.wav,010101_330202_B-audio_iso_random_nw_kamula_iso_random_nw_kamula.TextGrid
010101_330202_B,iso_random_nw_kojima_5,kojima,010101_330202_B-audio_iso_random_nw_kojima_iso_random_nw_kojima.wav,010101_330202_B-audio_iso_random_nw_kojima_iso_random_nw_kojima.TextGrid
010101_330202_B,iso_random_nw_naa_16,naa,010101_330202_B-audio_iso_random_nw_naa_iso_random_nw_naa.wav,010101_330202_B-audio_iso_random_nw_naa_iso_random_nw_naa.TextGrid
010101_330202_B,iso_random_nw_sarada_10,sarada,010101_330202_B-audio_iso_random_nw_sarada_iso_random_nw_sarada.wav,010101_330202_B-audio_iso_random_nw_sarada_iso_random_nw_sarada.TextGrid
010101_330202_B,iso_random_nw_shoke_17,shoke,010101_330202_B-audio_iso_random_nw_shoke_iso_random_nw_shoke.wav,010101_330202_B-audio_iso_random_nw_shoke_iso_random_nw_shoke.TextGrid
010101_330202_B,iso_random_nw_tuwa_2,tuwa,010101_330202_B-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.wav,010101_330202_B-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.TextGrid
010101_330202_B,iso_syllable3_1,no,010101_330202_B-audio_iso_syllable3_1_iso_syllable3_1.wav,010101_330202_B-audio_iso_syllable3_1_iso_syllable3_1.TextGrid
010101_330202_B,iso_syllable3_2,ngo,010101_330202_B-audio_iso_syllable3_2_iso_syllable3_2.wav,010101_330202_B-audio_iso_syllable3_2_iso_syllable3_2.TextGrid
010101_330202_B,iso_syllable3_3,i,010101_330202_B-audio_iso_syllable3_3_iso_syllable3_3.wav,010101_330202_B-audio_iso_syllable3_3_iso_syllable3_3.TextGrid
010101_330202_B,iso_syllable3_4,ng'e,010101_330202_B-audio_iso_syllable3_4_iso_syllable3_4.wav,010101_330202_B-audio_iso_syllable3_4_iso_syllable3_4.TextGrid
010101_330202_B,iso_syllable3_5,lwa,010101_330202_B-audio_iso_syllable3_5_iso_syllable3_5.wav,010101_330202_B-audio_iso_syllable3_5_iso_syllable3_5.TextGrid
010101_330202_B,passage_num25,25,010101_330202_B-audio_passage25_passage25.wav,010101_330202_B-audio_passage25_passage25.TextGrid
010101_330202_B,rand_syllable_10_3,mbi,010101_330202_B-audio_random_syl10_3_random_syl10_3.wav,010101_330202_B-audio_random_syl10_3_random_syl10_3.TextGrid
010101_330202_B,rand_syllable_11_3,jwe,010101_330202_B-audio_random_syl11_3_random_syl11_3.wav,010101_330202_B-audio_random_syl11_3_random_syl11_3.TextGrid
010101_330202_B,rand_syllable_12_3,chi,010101_330202_B-audio_random_syl12_3_random_syl12_3.wav,010101_330202_B-audio_random_syl12_3_random_syl12_3.TextGrid
010101_330202_B,rand_syllable_13_3,me,010101_330202_B-audio_random_syl13_3_random_syl13_3.wav,010101_330202_B-audio_random_syl13_3_random_syl13_3.TextGrid
010101_330202_B,rand_syllable_14_3,ghu,010101_330202_B-audio_random_syl14_3_random_syl14_3.wav,010101_330202_B-audio_random_syl14_3_random_syl14_3.TextGrid
010101_330202_B,rand_syllable_15_3,khe,010101_330202_B-audio_random_syl15_3_random_syl15_3.wav,010101_330202_B-audio_random_syl15_3_random_syl15_3.TextGrid
010101_330202_B,rand_syllable_16_3,fo,010101_330202_B-audio_random_syl16_3_random_syl16_3.wav,010101_330202_B-audio_random_syl16_3_random_syl16_3.TextGrid
010101_330202_B,rand_syllable_17_3,twa,010101_330202_B-audio_random_syl17_3_random_syl17_3.wav,010101_330202_B-audio_random_syl17_3_random_syl17_3.TextGrid
010101_330202_B,rand_syllable_18_3,gha,010101_330202_B-audio_random_syl18_3_random_syl18_3.wav,010101_330202_B-audio_random_syl18_3_random_syl18_3.TextGrid
